0	10	10000	1000	0.682148
1	10	10000	1000	0.648146
2	10	10000	1000	0.320091
3	10	10000	1000	0.319245
4	10	10000	1000	0.636180
5	10	10000	1000	0.643370
6	10	10000	1000	0.324161
7	10	10000	1000	0.321839
8	10	10000	1000	0.646455
9	10	10000	1000	0.713553
0	8	10000	1000	0.471828
1	8	10000	1000	0.475650
2	8	10000	1000	0.471705
3	8	10000	1000	0.420275
4	8	10000	1000	0.440753
5	8	10000	1000	0.475197
6	8	10000	1000	0.483448
7	8	10000	1000	0.585534
0	5	10000	1000	0.958749
1	5	10000	1000	0.454988
2	5	10000	1000	0.455366
3	5	10000	1000	0.454046
4	5	10000	1000	0.960528
0	2	10000	1000	1.200832
1	2	10000	1000	1.199085
0	1	10000	1000	2.923264
