0	10	20000	1000	105.594475
1	10	20000	1000	105.659508
2	10	20000	1000	105.566208
3	10	20000	1000	105.578552
4	10	20000	1000	105.550133
5	10	20000	1000	105.845551
6	10	20000	1000	105.519615
7	10	20000	1000	105.542183
8	10	20000	1000	105.554504
9	10	20000	1000	105.532249
0	8	20000	1000	132.044968
1	8	20000	1000	700.222107
2	8	20000	1000	131.971619
3	8	20000	1000	132.014725
4	8	20000	1000	132.007050
5	8	20000	1000	131.961105
6	8	20000	1000	132.043655
7	8	20000	1000	131.884933
0	5	20000	1000	211.058517
1	5	20000	1000	211.434006
2	5	20000	1000	211.249603
3	5	20000	1000	211.041336
4	5	20000	1000	211.274170
0	2	20000	1000	536.107910
1	2	20000	1000	529.076477
0	1	20000	1000	1057.266968
