0	1	20000	2.092689
0	2	20000	55.990078
1	2	20000	1.704224
0	5	20000	90.829475
1	5	20000	68.526772
2	5	20000	46.932415
3	5	20000	25.397188
4	5	20000	1.768767
0	8	20000	96.336334
1	8	20000	82.891678
2	8	20000	69.405777
3	8	20000	55.840187
4	8	20000	42.308857
5	8	20000	27.635954
6	8	20000	15.370088
7	8	20000	1.840223
0	10	20000	99.198860
1	10	20000	88.158546
2	10	20000	77.197037
3	10	20000	66.845970
4	10	20000	55.144794
5	10	20000	45.177738
6	10	20000	33.105469
7	10	20000	23.519793
8	10	20000	10.993474
9	10	20000	1.864586
