0	1	20000	710.319609
0	2	20000	414.670841
1	2	20000	360.719683
0	5	20000	146.172550
1	5	20000	121.951359
2	5	20000	102.890095
3	5	20000	78.272388
4	5	20000	60.242034
0	8	20000	175.347121
1	8	20000	161.958702
2	8	20000	148.248739
3	8	20000	135.011133
4	8	20000	121.528769
5	8	20000	108.026012
6	8	20000	94.566854
7	8	20000	80.995871
0	10	20000	220.331964
1	10	20000	209.561347
2	10	20000	198.826252
3	10	20000	188.096453
4	10	20000	177.043515
5	10	20000	166.610888
6	10	20000	155.562030
7	10	20000	145.059175
8	10	20000	134.164747
9	10	20000	123.032598
