0	1	20000	709.397156
0	2	20000	360.006226
1	2	20000	360.072815
0	5	20000	55.951393
1	5	20000	37.707397
2	5	20000	55.941101
3	5	20000	37.332497
4	5	20000	55.072155
0	8	20000	79.948860
1	8	20000	80.883911
2	8	20000	79.376205
3	8	20000	80.389198
4	8	20000	79.966240
5	8	20000	79.929810
6	8	20000	79.890839
7	8	20000	80.775597
0	10	20000	121.449089
1	10	20000	119.153061
2	10	20000	121.427170
3	10	20000	119.843391
4	10	20000	121.592094
5	10	20000	119.537766
6	10	20000	121.176331
7	10	20000	118.732544
8	10	20000	122.300781
9	10	20000	119.078033
