0	1	40	40	80	0.001000	100	0.288780
0	1	40	40	80	0.010000	100	0.290476
0	1	40	40	80	0.001000	500	1.206316
0	1	80	80	160	0.001000	100	2.641544
0	1	160	160	240	0.001000	100	17.296053
1	2	40	40	80	0.001000	100	0.166109
0	2	40	40	80	0.001000	100	0.166136
1	2	40	40	80	0.010000	100	0.156997
0	2	40	40	80	0.010000	100	0.156997
1	2	40	40	80	0.001000	500	0.658903
0	2	40	40	80	0.001000	500	0.659133
0	2	80	80	160	0.001000	100	1.434732
1	2	80	80	160	0.001000	100	1.434690
0	2	160	160	240	0.001000	100	9.247390
1	2	160	160	240	0.001000	100	9.249043
2	5	40	40	80	0.001000	100	0.074617
0	5	40	40	80	0.001000	100	0.074617
1	5	40	40	80	0.001000	100	0.074589
3	5	40	40	80	0.001000	100	0.074589
4	5	40	40	80	0.001000	100	0.074617
1	5	40	40	80	0.010000	100	0.076784
2	5	40	40	80	0.010000	100	0.076766
0	5	40	40	80	0.010000	100	0.076784
4	5	40	40	80	0.010000	100	0.076766
3	5	40	40	80	0.010000	100	0.076784
0	5	40	40	80	0.001000	500	0.288248
2	5	40	40	80	0.001000	500	0.288356
1	5	40	40	80	0.001000	500	0.288384
3	5	40	40	80	0.001000	500	0.288384
4	5	40	40	80	0.001000	500	0.288370
4	5	80	80	160	0.001000	100	0.563971
1	5	80	80	160	0.001000	100	0.563980
3	5	80	80	160	0.001000	100	0.562038
2	5	80	80	160	0.001000	100	0.563428
0	5	80	80	160	0.001000	100	0.563424
2	5	160	160	240	0.001000	100	3.626955
3	5	160	160	240	0.001000	100	3.624500
1	5	160	160	240	0.001000	100	3.625520
0	5	160	160	240	0.001000	100	3.623964
4	5	160	160	240	0.001000	100	3.626587
1	8	40	40	80	0.001000	100	0.057735
2	8	40	40	80	0.001000	100	0.057668
5	8	40	40	80	0.001000	100	0.057742
6	8	40	40	80	0.001000	100	0.057689
0	8	40	40	80	0.001000	100	0.057690
4	8	40	40	80	0.001000	100	0.057703
3	8	40	40	80	0.001000	100	0.057740
7	8	40	40	80	0.001000	100	0.057740
2	8	40	40	80	0.010000	100	0.053286
1	8	40	40	80	0.010000	100	0.053298
3	8	40	40	80	0.010000	100	0.053238
5	8	40	40	80	0.010000	100	0.053298
7	8	40	40	80	0.010000	100	0.053297
6	8	40	40	80	0.010000	100	0.053235
4	8	40	40	80	0.010000	100	0.053287
0	8	40	40	80	0.010000	100	0.053239
4	8	40	40	80	0.001000	500	0.198226
5	8	40	40	80	0.001000	500	0.198239
3	8	40	40	80	0.001000	500	0.198237
6	8	40	40	80	0.001000	500	0.198224
2	8	40	40	80	0.001000	500	0.198237
0	8	40	40	80	0.001000	500	0.198172
7	8	40	40	80	0.001000	500	0.198239
1	8	40	40	80	0.001000	500	0.198222
7	8	80	80	160	0.001000	100	0.360746
6	8	80	80	160	0.001000	100	0.360546
4	8	80	80	160	0.001000	100	0.360793
2	8	80	80	160	0.001000	100	0.360793
3	8	80	80	160	0.001000	100	0.360787
0	8	80	80	160	0.001000	100	0.360650
1	8	80	80	160	0.001000	100	0.360799
5	8	80	80	160	0.001000	100	0.360805
7	8	160	160	240	0.001000	100	2.287699
2	8	160	160	240	0.001000	100	2.287937
3	8	160	160	240	0.001000	100	2.287077
5	8	160	160	240	0.001000	100	2.284997
1	8	160	160	240	0.001000	100	2.287203
0	8	160	160	240	0.001000	100	2.285813
6	8	160	160	240	0.001000	100	2.287143
4	8	160	160	240	0.001000	100	2.286724
4	10	40	40	80	0.001000	100	0.053120
8	10	40	40	80	0.001000	100	0.053143
1	10	40	40	80	0.001000	100	0.053210
5	10	40	40	80	0.001000	100	0.053210
2	10	40	40	80	0.001000	100	0.053147
0	10	40	40	80	0.001000	100	0.053161
9	10	40	40	80	0.001000	100	0.053209
6	10	40	40	80	0.001000	100	0.053121
3	10	40	40	80	0.001000	100	0.053210
7	10	40	40	80	0.001000	100	0.053209
0	10	40	40	80	0.010000	100	0.051348
9	10	40	40	80	0.010000	100	0.051356
4	10	40	40	80	0.010000	100	0.051332
7	10	40	40	80	0.010000	100	0.051356
5	10	40	40	80	0.010000	100	0.051356
2	10	40	40	80	0.010000	100	0.051310
1	10	40	40	80	0.010000	100	0.051357
8	10	40	40	80	0.010000	100	0.051348
6	10	40	40	80	0.010000	100	0.051331
3	10	40	40	80	0.010000	100	0.051356
2	10	40	40	80	0.001000	500	0.164411
5	10	40	40	80	0.001000	500	0.164409
9	10	40	40	80	0.001000	500	0.164364
6	10	40	40	80	0.001000	500	0.164411
8	10	40	40	80	0.001000	500	0.164367
7	10	40	40	80	0.001000	500	0.164409
0	10	40	40	80	0.001000	500	0.164410
4	10	40	40	80	0.001000	500	0.164367
3	10	40	40	80	0.001000	500	0.164409
1	10	40	40	80	0.001000	500	0.164367
2	10	80	80	160	0.001000	100	0.288293
8	10	80	80	160	0.001000	100	0.288268
5	10	80	80	160	0.001000	100	0.288203
1	10	80	80	160	0.001000	100	0.288297
6	10	80	80	160	0.001000	100	0.288291
