0	10	20000	1000	2.956731
1	10	20000	1000	2.658180
2	10	20000	1000	1.113267
3	10	20000	1000	1.105112
4	10	20000	1000	2.817821
5	10	20000	1000	2.643918
6	10	20000	1000	1.252247
7	10	20000	1000	1.126109
8	10	20000	1000	2.927829
9	10	20000	1000	2.616868
0	8	20000	1000	2.549280
1	8	20000	1000	2.400273
2	8	20000	1000	2.461181
3	8	20000	1000	1.763528
4	8	20000	1000	2.498486
5	8	20000	1000	2.398951
6	8	20000	1000	2.500445
7	8	20000	1000	2.723334
0	5	20000	1000	5.727307
1	5	20000	1000	2.620898
2	5	20000	1000	2.623685
3	5	20000	1000	2.644496
4	5	20000	1000	5.736009
0	2	20000	1000	8.148955
1	2	20000	1000	8.130447
0	1	20000	1000	17.774517
