0	1	10000	1000	0.000105
0	2	10000	1000	0.083209
1	2	10000	1000	0.078206
0	5	10000	1000	0.096838
1	5	10000	1000	0.695315
2	5	10000	1000	0.606536
3	5	10000	1000	0.667142
4	5	10000	1000	0.124730
0	8	10000	1000	0.362172
1	8	10000	1000	0.269501
2	8	10000	1000	0.386834
3	8	10000	1000	0.252822
4	8	10000	1000	0.379222
5	8	10000	1000	0.356533
6	8	10000	1000	0.384723
7	8	10000	1000	0.142804
0	10	10000	1000	0.580147
1	10	10000	1000	0.262102
2	10	10000	1000	0.623988
3	10	10000	1000	0.631768
4	10	10000	1000	0.619780
5	10	10000	1000	0.344132
6	10	10000	1000	0.609386
7	10	10000	1000	0.691600
8	10	10000	1000	0.728368
9	10	10000	1000	0.354984
