0	1	1000	100	0.209088
0	1	1000	1000	0.233077
0	1	5000	100	0.291743
0	1	5000	1000	0.805288
0	1	10000	100	0.658690
0	1	10000	1000	3.296480
0	2	1000	100	0.280435
1	2	1000	100	0.280542
0	2	1000	1000	0.334193
1	2	1000	1000	0.334337
0	2	5000	100	0.337131
1	2	5000	100	0.337514
0	2	5000	1000	0.640003
1	2	5000	1000	0.640041
0	2	10000	100	0.526146
1	2	10000	100	0.528070
0	2	10000	1000	1.678287
1	2	10000	1000	1.680058
0	5	1000	100	0.551591
1	5	1000	100	0.551502
2	5	1000	100	0.551631
3	5	1000	100	0.551450
4	5	1000	100	0.551631
0	5	1000	1000	0.887178
1	5	1000	1000	0.886810
2	5	1000	1000	0.886463
3	5	1000	1000	0.886780
4	5	1000	1000	0.886463
0	5	5000	100	0.583681
1	5	5000	100	0.600342
2	5	5000	100	0.597883
3	5	5000	100	0.600339
4	5	5000	100	0.583665
0	5	5000	1000	0.913593
1	5	5000	1000	0.931556
2	5	5000	1000	0.928463
3	5	5000	1000	0.931627
4	5	5000	1000	0.913671
0	5	10000	100	0.659319
1	5	10000	100	0.719565
2	5	10000	100	0.711505
3	5	10000	100	0.719575
4	5	10000	100	0.659010
0	5	10000	1000	1.669111
1	5	10000	1000	1.639198
2	5	10000	1000	1.610970
3	5	10000	1000	1.639559
4	5	10000	1000	1.611002
0	8	1000	100	0.849229
1	8	1000	100	0.848916
2	8	1000	100	0.848207
3	8	1000	100	0.848276
4	8	1000	100	0.848837
5	8	1000	100	0.848914
6	8	1000	100	0.848183
7	8	1000	100	0.848248
0	8	1000	1000	1.328873
1	8	1000	1000	1.329609
2	8	1000	1000	1.328907
3	8	1000	1000	1.329547
4	8	1000	1000	1.328876
5	8	1000	1000	1.329082
6	8	1000	1000	1.328873
7	8	1000	1000	1.329084
0	8	5000	100	0.879153
1	8	5000	100	0.857707
2	8	5000	100	0.861985
3	8	5000	100	0.880663
4	8	5000	100	0.882257
5	8	5000	100	0.870257
6	8	5000	100	0.861826
7	8	5000	100	0.857789
0	8	5000	1000	1.183177
1	8	5000	1000	1.183953
2	8	5000	1000	1.182638
3	8	5000	1000	1.184086
4	8	5000	1000	1.182640
5	8	5000	1000	1.183921
6	8	5000	1000	1.182917
7	8	5000	1000	1.183947
0	8	10000	100	0.934126
1	8	10000	100	0.953555
2	8	10000	100	0.964405
3	8	10000	100	0.954505
4	8	10000	100	0.989094
5	8	10000	100	0.947422
6	8	10000	100	0.934091
7	8	10000	100	0.977717
0	8	10000	1000	1.581822
1	8	10000	1000	1.524873
2	8	10000	1000	1.570901
3	8	10000	1000	1.535656
4	8	10000	1000	1.570060
5	8	10000	1000	1.533019
6	8	10000	1000	1.581573
7	8	10000	1000	1.524996
0	10	1000	100	1.136991
1	10	1000	100	1.135983
2	10	1000	100	1.136478
3	10	1000	100	1.136450
4	10	1000	100	1.136433
5	10	1000	100	1.136470
6	10	1000	100	1.136511
7	10	1000	100	1.136464
8	10	1000	100	1.136523
9	10	1000	100	1.135960
0	10	1000	1000	1.667745
1	10	1000	1000	1.667617
2	10	1000	1000	1.667735
3	10	1000	1000	1.667644
4	10	1000	1000	1.667811
5	10	1000	1000	1.667086
6	10	1000	1000	1.667796
7	10	1000	1000	1.667640
8	10	1000	1000	1.668222
9	10	1000	1000	1.667088
0	10	5000	100	1.061372
1	10	5000	100	1.050345
2	10	5000	100	1.039918
3	10	5000	100	1.049386
4	10	5000	100	1.039910
5	10	5000	100	1.038644
6	10	5000	100	1.059018
7	10	5000	100	1.038636
8	10	5000	100	1.050610
9	10	5000	100	1.050618
0	10	5000	1000	1.425191
1	10	5000	1000	1.418229
2	10	5000	1000	1.424529
3	10	5000	1000	1.414239
4	10	5000	1000	1.412789
5	10	5000	1000	1.418285
6	10	5000	1000	1.425180
7	10	5000	1000	1.414185
8	10	5000	1000	1.412511
9	10	5000	1000	1.427866
0	10	10000	100	1.121004
1	10	10000	100	1.113031
2	10	10000	100	1.068191
3	10	10000	100	1.121151
4	10	10000	100	1.119093
5	10	10000	100	1.118871
6	10	10000	100	1.068059
7	10	10000	100	1.100412
8	10	10000	100	1.121301
9	10	10000	100	1.121219
0	10	10000	1000	1.943985
1	10	10000	1000	1.901289
2	10	10000	1000	1.908002
3	10	10000	1000	1.929494
4	10	10000	1000	1.950381
5	10	10000	1000	1.932449
6	10	10000	1000	1.907752
7	10	10000	1000	1.929435
8	10	10000	1000	1.971780
9	10	10000	1000	1.901457
