0	10	25000	0.613462
1	10	25000	0.000033
2	10	25000	0.000069
3	10	25000	0.000071
4	10	25000	0.000051
5	10	25000	0.000047
6	10	25000	0.010599
7	10	25000	0.000045
8	10	25000	0.000051
9	10	25000	0.000029
0	10	10000	0.289109
1	10	10000	0.251011
2	10	10000	0.276307
3	10	10000	0.278978
4	10	10000	0.281268
5	10	10000	0.271896
6	10	10000	0.268251
7	10	10000	0.257094
8	10	10000	0.269261
9	10	10000	0.280043
0	10	5000	0.023816
1	10	5000	0.024351
2	10	5000	0.017246
3	10	5000	0.013112
4	10	5000	0.019960
5	10	5000	0.016574
6	10	5000	0.025832
7	10	5000	0.020269
8	10	5000	0.018239
9	10	5000	0.020197
0	10	20000	2.354808
1	10	20000	2.122835
2	10	20000	2.307882
3	10	20000	2.257048
4	10	20000	2.338925
5	10	20000	2.348677
6	10	20000	2.339811
7	10	20000	2.324420
8	10	20000	2.295495
9	10	20000	2.312680
0	8	25000	1.063389
1	8	25000	1.741471
2	8	25000	1.730543
3	8	25000	1.711944
4	8	25000	0.000032
5	8	25000	0.000024
6	8	25000	0.000049
7	8	25000	0.000037
0	8	10000	0.289797
1	8	10000	0.305037
2	8	10000	0.290449
3	8	10000	0.301960
4	8	10000	0.296847
5	8	10000	0.290423
6	8	10000	0.294566
7	8	10000	0.299722
0	8	5000	0.022819
1	8	5000	0.023929
2	8	5000	0.014710
3	8	5000	0.025979
4	8	5000	0.023810
5	8	5000	0.020997
6	8	5000	0.017544
7	8	5000	0.023364
0	8	20000	2.275661
1	8	20000	2.265651
2	8	20000	2.289395
3	8	20000	2.272991
4	8	20000	2.279636
5	8	20000	2.262381
6	8	20000	2.281244
7	8	20000	2.261438
0	5	25000	1.045319
1	5	25000	1.034309
2	5	25000	0.000022
3	5	25000	0.000047
4	5	25000	0.000025
0	5	10000	0.061574
1	5	10000	0.248542
2	5	10000	0.244664
3	5	10000	0.247922
4	5	10000	0.249692
0	5	5000	0.007811
1	5	5000	0.009955
2	5	5000	0.017576
3	5	5000	0.024003
4	5	5000	0.014343
0	5	20000	0.553620
1	5	20000	1.887428
2	5	20000	1.890990
3	5	20000	1.906709
4	5	20000	1.899539
0	2	25000	4.700384
1	2	25000	4.697626
0	2	10000	0.324522
1	2	10000	0.322997
0	2	5000	0.036834
1	2	5000	0.036345
0	2	20000	2.303272
1	2	20000	2.301948
0	1	25000	4.325366
0	1	10000	0.289660
0	1	5000	0.033587
0	1	20000	2.141665
