0	10	25000	153.010132
1	10	25000	150.391083
2	10	25000	152.651749
3	10	25000	150.802536
4	10	25000	151.874207
5	10	25000	150.997803
6	10	25000	152.698654
7	10	25000	149.592682
8	10	25000	152.158875
9	10	25000	149.749985
0	10	10000	60.498333
1	10	10000	61.350674
2	10	10000	61.664417
3	10	10000	61.663025
4	10	10000	61.373573
5	10	10000	61.639320
6	10	10000	61.598465
7	10	10000	61.126881
8	10	10000	61.140942
9	10	10000	61.268646
0	10	5000	37.161076
1	10	5000	35.841038
2	10	5000	38.166119
3	10	5000	35.280617
4	10	5000	37.441616
5	10	5000	35.795204
6	10	5000	38.294277
7	10	5000	36.067112
8	10	5000	37.864082
9	10	5000	36.203350
0	10	20000	116.852539
1	10	20000	117.444931
2	10	20000	117.270164
3	10	20000	117.605164
4	10	20000	116.787079
5	10	20000	117.320427
6	10	20000	116.401405
7	10	20000	116.756920
8	10	20000	116.517891
9	10	20000	116.797935
0	8	25000	114.785240
1	8	25000	116.136406
2	8	25000	115.295654
3	8	25000	116.077232
4	8	25000	114.736893
5	8	25000	116.522255
6	8	25000	115.077278
7	8	25000	116.229660
0	8	10000	41.206852
1	8	10000	41.967926
2	8	10000	40.203388
3	8	10000	41.675964
4	8	10000	41.027237
5	8	10000	41.863056
6	8	10000	40.728096
7	8	10000	42.182568
0	8	5000	22.045120
1	8	5000	22.852533
2	8	5000	21.955374
3	8	5000	22.889822
4	8	5000	21.934740
5	8	5000	22.861868
6	8	5000	21.938154
7	8	5000	22.863039
0	8	20000	81.979309
1	8	20000	78.970085
2	8	20000	81.573975
3	8	20000	79.452171
4	8	20000	81.817940
5	8	20000	79.053123
6	8	20000	81.464279
7	8	20000	79.552094
0	5	25000	95.264656
1	5	25000	62.764645
2	5	25000	95.335968
3	5	25000	62.246983
4	5	25000	95.830681
0	5	10000	19.064556
1	5	10000	13.760465
2	5	10000	19.537251
3	5	10000	13.682987
4	5	10000	19.476196
0	5	5000	10.523554
1	5	5000	6.930526
2	5	5000	10.599356
3	5	5000	6.938797
4	5	5000	10.594679
0	5	20000	56.621765
1	5	20000	40.620316
2	5	20000	57.014442
3	5	20000	39.939728
4	5	20000	56.784386
0	2	25000	702.622681
1	2	25000	702.365356
0	2	10000	45.085094
1	2	10000	45.083687
0	2	5000	5.643081
1	2	5000	5.644618
0	2	20000	359.929871
1	2	20000	359.872803
0	1	25000	1386.273804
0	1	10000	88.916061
0	1	5000	11.135135
0	1	20000	709.215515
