0	10	25000	1.361844
1	10	25000	1.365473
2	10	25000	1.339394
3	10	25000	1.428930
4	10	25000	1.278813
5	10	25000	1.214991
6	10	25000	1.233827
7	10	25000	1.235111
8	10	25000	1.344664
9	10	25000	1.476583
0	10	10000	0.531116
1	10	10000	0.210313
2	10	10000	0.210878
3	10	10000	0.211925
4	10	10000	0.211597
5	10	10000	0.213460
6	10	10000	0.215519
7	10	10000	0.214668
8	10	10000	0.212804
9	10	10000	0.271767
0	10	5000	0.621651
1	10	5000	0.071852
2	10	5000	0.070606
3	10	5000	0.070982
4	10	5000	0.070745
5	10	5000	0.244290
6	10	5000	0.394080
7	10	5000	0.190344
8	10	5000	0.163626
9	10	5000	0.333457
0	10	20000	1.166757
1	10	20000	1.209198
2	10	20000	1.121921
3	10	20000	1.111469
4	10	20000	1.011770
5	10	20000	0.987242
6	10	20000	0.875819
7	10	20000	0.958586
8	10	20000	1.056573
9	10	20000	1.152193
0	8	25000	1.124556
1	8	25000	1.185976
2	8	25000	1.213513
3	8	25000	1.156001
4	8	25000	1.144356
5	8	25000	1.215005
6	8	25000	1.199172
7	8	25000	1.146417
0	8	10000	0.208962
1	8	10000	0.209856
2	8	10000	0.211183
3	8	10000	0.359749
4	8	10000	0.407882
5	8	10000	0.281491
6	8	10000	0.279147
7	8	10000	0.249406
0	8	5000	0.068868
1	8	5000	0.067861
2	8	5000	0.066675
3	8	5000	0.066652
4	8	5000	0.065402
5	8	5000	0.066300
6	8	5000	0.172329
7	8	5000	0.191881
0	8	20000	0.797101
1	8	20000	0.807849
2	8	20000	0.739277
3	8	20000	0.781382
4	8	20000	0.788844
5	8	20000	0.743855
6	8	20000	0.762787
7	8	20000	0.819434
0	5	25000	1.118102
1	5	25000	1.123653
2	5	25000	1.145103
3	5	25000	1.188995
4	5	25000	1.166895
0	5	10000	0.187455
1	5	10000	0.179680
2	5	10000	0.173779
3	5	10000	0.179043
4	5	10000	0.185808
0	5	5000	0.057715
1	5	5000	0.056869
2	5	5000	0.055210
3	5	5000	0.054624
4	5	5000	0.057262
0	5	20000	0.771054
1	5	20000	0.786906
2	5	20000	0.743409
3	5	20000	0.751893
4	5	20000	0.732609
0	2	25000	1.721011
1	2	25000	1.721038
0	2	10000	0.265781
1	2	10000	0.265788
0	2	5000	0.071581
1	2	5000	0.071614
0	2	20000	0.996141
1	2	20000	0.996178
0	1	25000	2.106474
0	1	10000	0.342803
0	1	5000	0.084264
0	1	20000	1.299813
