0	10	25000	2.635666
1	10	25000	2.649575
2	10	25000	2.660923
3	10	25000	2.665734
4	10	25000	2.682502
5	10	25000	2.687013
6	10	25000	1.086796
7	10	25000	2.668818
8	10	25000	2.688007
9	10	25000	2.687308
0	10	10000	0.446859
1	10	10000	0.441513
2	10	10000	0.447699
3	10	10000	0.446374
4	10	10000	0.445350
5	10	10000	0.444012
6	10	10000	0.444594
7	10	10000	0.446919
8	10	10000	0.448637
9	10	10000	0.448416
0	10	5000	0.120450
1	10	5000	0.118612
2	10	5000	0.115780
3	10	5000	0.113553
4	10	5000	0.117880
5	10	5000	0.117905
6	10	5000	0.120011
7	10	5000	0.119024
8	10	5000	0.120339
9	10	5000	0.117730
0	10	20000	1.766101
1	10	20000	1.735527
2	10	20000	1.769432
3	10	20000	1.759316
4	10	20000	1.763581
5	10	20000	1.775993
6	10	20000	1.775388
7	10	20000	1.772224
8	10	20000	1.776976
9	10	20000	1.787178
0	8	25000	2.591592
1	8	25000	2.392281
2	8	25000	2.389771
3	8	25000	2.364744
4	8	25000	2.348857
5	8	25000	2.350429
6	8	25000	2.336874
7	8	25000	2.304579
0	8	10000	0.401766
1	8	10000	0.398295
2	8	10000	0.394064
3	8	10000	0.396511
4	8	10000	0.396325
5	8	10000	0.394353
6	8	10000	0.399226
7	8	10000	0.402624
0	8	5000	0.105553
1	8	5000	0.109756
2	8	5000	0.112381
3	8	5000	0.110753
4	8	5000	0.105566
5	8	5000	0.106243
6	8	5000	0.107157
7	8	5000	0.105237
0	8	20000	1.593784
1	8	20000	1.599745
2	8	20000	1.634086
3	8	20000	1.638312
4	8	20000	1.614551
5	8	20000	1.610406
6	8	20000	1.625985
7	8	20000	1.614144
0	5	25000	1.568755
1	5	25000	2.256432
2	5	25000	2.179004
3	5	25000	2.267096
4	5	25000	2.252196
0	5	10000	0.256868
1	5	10000	0.372467
2	5	10000	0.374621
3	5	10000	0.377743
4	5	10000	0.380141
0	5	5000	0.064086
1	5	5000	0.093592
2	5	5000	0.093504
3	5	5000	0.094369
4	5	5000	0.096155
0	5	20000	0.967471
1	5	20000	1.487102
2	5	20000	1.487805
3	5	20000	1.461598
4	5	20000	1.483963
0	2	25000	2.723607
1	2	25000	2.714321
0	2	10000	0.445090
1	2	10000	0.443511
0	2	5000	0.113191
1	2	5000	0.112757
0	2	20000	1.684805
1	2	20000	1.679141
0	1	25000	2.995357
0	1	10000	0.484093
0	1	5000	0.124129
0	1	20000	1.855878
