0	1	1000	100	0.262454
0	1	1000	1000	2.634404
0	1	5000	100	6.626408
0	1	5000	1000	65.920288
0	1	10000	100	26.615174
0	1	10000	1000	263.957531
0	2	1000	100	0.131865
1	2	1000	100	0.131248
0	2	1000	1000	1.328004
1	2	1000	1000	1.316165
0	2	5000	100	3.350967
1	2	5000	100	3.309458
0	2	5000	1000	33.371584
1	2	5000	1000	32.928676
0	2	10000	100	13.506395
1	2	10000	100	13.307787
0	2	10000	1000	133.696266
1	2	10000	1000	131.964307
0	5	1000	100	0.052417
1	5	1000	100	0.055704
2	5	1000	100	0.052485
3	5	1000	100	0.055323
4	5	1000	100	0.052184
0	5	1000	1000	0.659171
1	5	1000	1000	0.538093
2	5	1000	1000	0.524168
3	5	1000	1000	0.524276
4	5	1000	1000	0.648530
0	5	5000	100	1.325546
1	5	5000	100	1.327660
2	5	5000	100	1.330619
3	5	5000	100	1.345652
4	5	5000	100	1.343598
0	5	5000	1000	13.184687
1	5	5000	1000	13.182584
2	5	5000	1000	13.205646
3	5	5000	1000	13.157104
4	5	5000	1000	13.163879
0	5	10000	100	5.292257
1	5	10000	100	5.293252
2	5	10000	100	5.315513
3	5	10000	100	5.326964
4	5	10000	100	5.282451
0	5	10000	1000	52.735938
1	5	10000	1000	52.771420
2	5	10000	1000	52.676999
3	5	10000	1000	52.689048
4	5	10000	1000	52.655698
0	8	1000	100	0.179688
1	8	1000	100	0.185001
2	8	1000	100	0.183315
3	8	1000	100	0.189114
4	8	1000	100	0.179623
5	8	1000	100	0.189692
6	8	1000	100	0.188369
7	8	1000	100	0.180266
0	8	1000	1000	1.776466
1	8	1000	1000	1.785190
2	8	1000	1000	1.769748
3	8	1000	1000	1.759829
4	8	1000	1000	1.748482
5	8	1000	1000	1.772057
6	8	1000	1000	1.776300
7	8	1000	1000	1.731639
0	8	5000	100	0.838007
1	8	5000	100	4.393862
2	8	5000	100	0.836697
3	8	5000	100	0.834816
4	8	5000	100	0.834798
5	8	5000	100	0.822399
6	8	5000	100	0.843829
7	8	5000	100	0.821196
0	8	5000	1000	8.278511
1	8	5000	1000	43.707180
2	8	5000	1000	8.231804
3	8	5000	1000	8.220783
4	8	5000	1000	8.225809
5	8	5000	1000	8.230639
6	8	5000	1000	8.235931
7	8	5000	1000	8.202680
0	8	10000	100	3.330258
1	8	10000	100	3.311493
2	8	10000	100	3.313135
3	8	10000	100	3.319616
4	8	10000	100	3.314334
5	8	10000	100	3.303609
6	8	10000	100	3.326107
7	8	10000	100	3.316673
0	8	10000	1000	32.979045
1	8	10000	1000	33.006045
2	8	10000	1000	32.970342
3	8	10000	1000	32.944238
4	8	10000	1000	32.963657
5	8	10000	1000	32.970649
6	8	10000	1000	32.995842
7	8	10000	1000	32.921234
0	10	1000	100	0.073020
1	10	1000	100	0.039438
2	10	1000	100	0.037620
3	10	1000	100	0.050203
4	10	1000	100	0.083981
5	10	1000	100	0.027832
6	10	1000	100	0.083914
7	10	1000	100	0.050173
8	10	1000	100	0.064759
9	10	1000	100	0.038454
0	10	1000	1000	0.292878
1	10	1000	1000	0.305537
2	10	1000	1000	0.320340
3	10	1000	1000	0.301240
4	10	1000	1000	0.364963
5	10	1000	1000	0.316032
6	10	1000	1000	0.367204
7	10	1000	1000	0.330078
8	10	1000	1000	0.331524
9	10	1000	1000	0.299566
0	10	5000	100	0.697218
1	10	5000	100	0.678101
2	10	5000	100	0.710187
3	10	5000	100	0.693969
4	10	5000	100	0.777887
5	10	5000	100	0.657611
6	10	5000	100	0.690667
7	10	5000	100	0.691767
8	10	5000	100	0.777368
9	10	5000	100	0.675068
0	10	5000	1000	6.580620
1	10	5000	1000	6.617687
2	10	5000	1000	6.642994
3	10	5000	1000	6.618928
4	10	5000	1000	6.641373
5	10	5000	1000	6.581688
6	10	5000	1000	6.667493
7	10	5000	1000	6.617220
8	10	5000	1000	6.673862
9	10	5000	1000	6.617486
0	10	10000	100	2.659159
1	10	10000	100	2.650689
2	10	10000	100	2.649078
3	10	10000	100	2.639514
4	10	10000	100	2.691142
5	10	10000	100	2.644358
6	10	10000	100	2.690992
7	10	10000	100	2.644780
8	10	10000	100	2.665324
9	10	10000	100	2.637889
0	10	10000	1000	26.417116
1	10	10000	1000	26.398078
2	10	10000	1000	26.378405
3	10	10000	1000	26.351638
4	10	10000	1000	26.461708
5	10	10000	1000	26.358675
6	10	10000	1000	26.385157
7	10	10000	1000	26.371456
8	10	10000	1000	26.359443
9	10	10000	1000	26.347244
