0	1	1000	100	0.267883
0	1	1000	1000	2.634475
0	1	5000	100	6.613211
0	1	5000	1000	65.884121
0	1	10000	100	26.614331
0	1	10000	1000	263.882631
0	2	1000	100	0.132073
1	2	1000	100	0.132465
0	2	1000	1000	1.347311
1	2	1000	1000	1.319971
0	2	5000	100	3.384041
1	2	5000	100	3.302943
0	2	5000	1000	33.353662
1	2	5000	1000	32.937620
0	2	10000	100	13.482476
1	2	10000	100	13.302073
0	2	10000	1000	133.671753
1	2	10000	1000	132.345053
0	5	1000	100	0.052481
1	5	1000	100	0.052801
2	5	1000	100	0.052767
3	5	1000	100	0.052441
4	5	1000	100	0.052184
0	5	1000	1000	0.524342
1	5	1000	1000	0.527371
2	5	1000	1000	0.589862
3	5	1000	1000	0.542557
4	5	1000	1000	0.617405
0	5	5000	100	1.322026
1	5	5000	100	1.369227
2	5	5000	100	1.329276
3	5	5000	100	1.324881
4	5	5000	100	1.332874
0	5	5000	1000	13.164483
1	5	5000	1000	13.182256
2	5	5000	1000	13.266283
3	5	5000	1000	13.180937
4	5	5000	1000	13.242061
0	5	10000	100	5.291675
1	5	10000	100	5.289357
2	5	10000	100	5.331608
3	5	10000	100	5.287095
4	5	10000	100	5.284659
0	5	10000	1000	52.710160
1	5	10000	1000	52.769276
2	5	10000	1000	52.707285
3	5	10000	1000	52.725776
4	5	10000	1000	52.676666
0	8	1000	100	0.181876
1	8	1000	100	0.176698
2	8	1000	100	0.185411
3	8	1000	100	0.173993
4	8	1000	100	0.184311
5	8	1000	100	0.174148
6	8	1000	100	0.184967
7	8	1000	100	0.172711
0	8	1000	1000	1.764833
1	8	1000	1000	1.770470
2	8	1000	1000	1.755049
3	8	1000	1000	1.756848
4	8	1000	1000	1.760652
5	8	1000	1000	1.743923
6	8	1000	1000	1.758854
7	8	1000	1000	1.729761
0	8	5000	100	0.830958
1	8	5000	100	4.390553
2	8	5000	100	0.852889
3	8	5000	100	0.854315
4	8	5000	100	0.854488
5	8	5000	100	0.867467
6	8	5000	100	0.831802
7	8	5000	100	0.866100
0	8	5000	1000	8.242427
1	8	5000	1000	43.698739
2	8	5000	1000	8.239658
3	8	5000	1000	8.220939
4	8	5000	1000	8.236279
5	8	5000	1000	8.223463
6	8	5000	1000	8.244150
7	8	5000	1000	8.209034
0	8	10000	100	3.341171
1	8	10000	100	3.356175
2	8	10000	100	3.344832
3	8	10000	100	3.375842
4	8	10000	100	3.327310
5	8	10000	100	3.330295
6	8	10000	100	3.335508
7	8	10000	100	3.306742
0	8	10000	1000	32.989542
1	8	10000	1000	32.980437
2	8	10000	1000	32.965840
3	8	10000	1000	32.969249
4	8	10000	1000	33.002215
5	8	10000	1000	32.969006
6	8	10000	1000	32.968897
7	8	10000	1000	32.924256
0	10	1000	100	0.074699
1	10	1000	100	0.049545
2	10	1000	100	0.074363
3	10	1000	100	0.048969
4	10	1000	100	0.043685
5	10	1000	100	0.026203
6	10	1000	100	0.049093
7	10	1000	100	0.049503
8	10	1000	100	0.048859
9	10	1000	100	0.048852
0	10	1000	1000	0.322140
1	10	1000	1000	0.310547
2	10	1000	1000	0.262422
3	10	1000	1000	0.314902
4	10	1000	1000	0.309090
5	10	1000	1000	0.262383
6	10	1000	1000	0.323351
7	10	1000	1000	0.315387
8	10	1000	1000	0.313758
9	10	1000	1000	0.322369
0	10	5000	100	0.714539
1	10	5000	100	0.742758
2	10	5000	100	0.664033
3	10	5000	100	0.658372
4	10	5000	100	0.658161
5	10	5000	100	0.657537
6	10	5000	100	0.713735
7	10	5000	100	0.731862
8	10	5000	100	0.668942
9	10	5000	100	0.656307
0	10	5000	1000	6.699904
1	10	5000	1000	6.608135
2	10	5000	1000	6.719620
3	10	5000	1000	6.584170
4	10	5000	1000	6.660755
5	10	5000	1000	6.633236
6	10	5000	1000	6.634460
7	10	5000	1000	6.581486
8	10	5000	1000	6.620181
9	10	5000	1000	6.617334
0	10	10000	100	2.695170
1	10	10000	100	2.669105
2	10	10000	100	2.684280
3	10	10000	100	2.642681
4	10	10000	100	2.719955
5	10	10000	100	2.648054
6	10	10000	100	2.685058
7	10	10000	100	2.647506
8	10	10000	100	2.708473
9	10	10000	100	2.645322
0	10	10000	1000	26.422091
1	10	10000	1000	26.382478
2	10	10000	1000	26.382661
3	10	10000	1000	26.423737
4	10	10000	1000	26.414962
5	10	10000	1000	26.386212
6	10	10000	1000	26.506872
7	10	10000	1000	26.379100
8	10	10000	1000	26.440272
9	10	10000	1000	26.315358
